work,workDescription,workLabel,coords,address,aliases,image,DRSImageURL,yearInstalled,yearRemoved,materials,categories,creators,neighborhoods,depicted,commemorated
http://www.wikidata.org/entity/Q109272112,2002 mural by Jameel Parker,Faces of Codman Square,Point(-71.071944 42.291389),"585 Washington St, Dorchester Center, MA 02124",,,https://repository.library.northeastern.edu/downloads/neu:4f1854547?datastream_id=thumbnail_5,2002,,,mural,Jameel Parker,Dorchester,,
http://www.wikidata.org/entity/Q107975663,"2020 mural by Victor ""Marka27"" Quiñonez in Boston",Back to the Essence,Point(-71.069891711 42.327182858),"95 Magazine Street, Boston, MA 02119",,,,2020,,paint,mural,Victor Quiñonez,Roxbury,,
http://www.wikidata.org/entity/Q107975692,2014 mural by Mayor's Mural Crew and Heidi Schork in Boston,"Melnea Cass, Frieda Garcia, Judy Norsigian and Kip Tiernan",Point(-71.078727222 42.332995587),"47 Thorndike Street, Boston, MA 02118",,,,2014,,,mural,Mayor's Mural Crew; Heidi Schork,Roxbury,Judy Norsigian; Frieda Garcia; Melnea Cass; Kip Tiernan,
http://www.wikidata.org/entity/Q115702564,"2000 mural by Mayor's Mural Crew in West Roxbury, MA",Tribute to the Red Sox,Point(-71.166944 42.28),"255 Baker St, West Roxbury, MA 02132",,,https://repository.library.northeastern.edu/downloads/neu:4f185726p?datastream_id=thumbnail_5,2000,,,mural,,West Roxbury,,
http://www.wikidata.org/entity/Q107975660,2015 mural by Heidi Schork and Mayor's Mural Crew in Boston,My Brother's Keeper,Point(-71.081657443 42.318216605),"368 Warren Street, Roxbury, MA 02119",,,,2015,,paint,mural,Mayor's Mural Crew; Heidi Schork,Roxbury,,
http://www.wikidata.org/entity/Q107466774,2002 sculpture by Mirta Tocci,In the Light,Point(-71.066545087 42.343054497),"1200 Washington Street, Boston, MA 02118",,,https://repository.library.northeastern.edu/downloads/neu:4f185928n?datastream_id=thumbnail_5,2002,,bronze,sculpture,Mirta Tocci,South End,,
http://www.wikidata.org/entity/Q110996786,2017 mural by Upendo Taylor,Untitled,Point(-71.0611851 42.344122069),"90 Traveler St, Boston, MA 02118",,,,2017,,oil paint,mural,Upendo Taylor,South End,,
http://www.wikidata.org/entity/Q112042236,2021 mural by Kai Kaulukukui and Taylor Reinhold in East Boston,Solo hay un océano / There is only one ocean,Point(-71.03503 42.36885),"9 McKay Pl, Boston, MA 02128",,,,2021,,,mural,Kai'ili Kaulukukui,East Boston,,
http://www.wikidata.org/entity/Q107975695,1989 mural Roberto Chao in Boston,Jigsaw Mural,Point(-71.097527242 42.314237489),"61 School Street, Boston, MA 02119",Hernandez School Mural,,https://repository.library.northeastern.edu/downloads/neu:4f185232s?datastream_id=thumbnail_5,2001,,plywood; acrylic paint,mural,Roberto Chao,Roxbury,,
http://www.wikidata.org/entity/Q110996861,2019 Mural by Silvia López Chavez,Joy,Point(-71.089518372 42.337130571),"1150 Tremont St, Roxbury, MA 02120",,,,2019,,,mural,Silvia López Chavez,Roxbury,,
http://www.wikidata.org/entity/Q115173467,Series of murals depicting car parts on the wall of Roper's Auto Repair in Dorchester,Auto Parts,Point(-71.075278 42.291389),"270 Talbot Ave, Boston, MA 02124",,,https://repository.library.northeastern.edu/downloads/neu:4f1858916?datastream_id=thumbnail_5,,,,mural,,Roxbury,,
http://www.wikidata.org/entity/Q109272166,2018 sidewalk mural by Liz LaManche,Mystery Map,Point(-71.029777604 42.379136723),"402 Saratoga St, Boston, MA 02128",,,,2018,,,mural,Liz LaManche,East Boston,,
http://www.wikidata.org/entity/Q118104991,2015 mural by Aérosol depicting Tom Sawyer,Tom Sawyer,Point(-71.091474413 42.338828836),"Cargill Hall, 45 Forsyth St, Boston, MA 02115",,,,2015,,aerosol spray,mural,Jef Aérosol,Fenway–Kenmore,Tom Sawyer,
http://www.wikidata.org/entity/Q114161756,"2017 mural by Vyal ""Vyal One"" Reyes",Untitled,Point(-71.061185101 42.344122065),"90 Traveler St, Boston, MA, 02118",,,,2017,,,mural,"Jaime ""Vyal"" Reyes",South End,,
http://www.wikidata.org/entity/Q107975917,1882 sculpture by Daniel Chester French,"Labor, Art, Family",Point(-71.09179492 42.30742593),"1 Franklin Park Road, Boston, MA 02121",Labor Protecting the Family and the Arts,,,1882,,marble,sculpture,Daniel Chester French,Roxbury,,
http://www.wikidata.org/entity/Q115702534,2005 Ornamental Fence in Boston,Trotter School Playground Fence,Point(-71.08844797 42.31473499),"59 Waumbeck Street, Boston, MA 02121",,,https://repository.library.northeastern.edu/downloads/neu:4f185m722?datastream_id=thumbnail_5,2005,,steel,work of art,,Roxbury,,
http://www.wikidata.org/entity/Q113995610,"2021 mural by Victor ""Marka27"" Quiñonez",Espíritu del Mar,Point(-71.034982429 42.368858551),"9 McKay Pl, Boston, MA 02128",,,,2021,,,mural,Victor Quiñonez,East Boston,,
http://www.wikidata.org/entity/Q107975668,"2020 mural by Tony ""PRONZY"" Perez in Boston",Black Love,Point(-71.088288021 42.332113166),"75 Malcolm X Boulevard, Boston, MA 02120",,,,2020,,paint,mural,Tony Perez,Roxbury,,
http://www.wikidata.org/entity/Q117193148,"2017 mural by Mayor's Mural Crew, directed by Lauren Donnellan and Heidi Schork",Birch Trees,Point(-71.130155978 42.286856549),"3 Birch St, Boston, MA 02131",,,,2017,,,mural,Lauren Duane; Mayor's Mural Crew; Heidi Schork,Roslindale,,
http://www.wikidata.org/entity/Q112797995,"2012 sculpture by Fern Cunningham in Jeep Jones Park, Roxbury",The Value of Life,Point(-71.091918067 42.330392231),,,,,2012,,,sculpture,Fern Cunningham,Roxbury,,
http://www.wikidata.org/entity/Q107975705,2009 mural by Mayor's Mural Crew and Gregg Bernstein in Boston,Schoolmaster's List,Point(-71.095675271 42.314259838),"2044 Columbus Avenue, Boston, MA 02119",,,https://repository.library.northeastern.edu/downloads/neu:4f185g46m?datastream_id=thumbnail_5,2009,,acrylic paint,mural,Gregg Bernstein; Mayor's Mural Crew,Roxbury,,
http://www.wikidata.org/entity/Q112581812,"2022 mural by Rob ""ProBlak"" Gibbs with assistance from Genaro ""Go Five"" Ortega, Lee ""SOEM"" Beard, and Luis ""Take 1"" Taforo in Boston",Breathe Life Together,Point(-71.054504558 42.353567563),"251 Congress St, Boston, MA 02110",,,,2022,,aerosol paint; acrylic paint,mural,Luis Taforo; Lee Beard; Rob Gibbs; Genaro Ortega,Downtown Boston,,
http://www.wikidata.org/entity/Q109272151,2020 mural by Sophy Tuttle,Rising Tides,Point(-71.038671619 42.368253518),"East Boston Greenway, Boston, MA, USA",,,,2020,,,mural,Sophy Tuttle,East Boston,Saltmarsh Sparrow,
http://www.wikidata.org/entity/Q118466106,Outdoor park in Boston's Chinatown neighborhood.,Mary Soo Hoo Park,Point(-71.059866977 42.351012042),,,,,2009,,,park,Stephen Stimson Associates Landscape Architects,Chinatown,,
http://www.wikidata.org/entity/Q112187265,"commemorative plaque in Mount Hope Cemetery, Boston, Massachusetts",Boston Spanish American War Memorial,Point(-71.115 42.279722),"355 Walk Hill St, Boston, MA 02131",Spanish War memorial,,https://repository.library.northeastern.edu/downloads/neu:4f186238m?datastream_id=thumbnail_5,,,,commemorative plaque,,Roslindale,,Spanish–American War
http://www.wikidata.org/entity/Q107466796,1992 sculpture by Kahlil Gibran,West Canton Street Child,Point(-71.075415054 42.343754068),"158 Warren Avenue, Boston, MA 02116",,,,1992,,granite; bronze,sculpture,Kahlil Gibran,South End,,
http://www.wikidata.org/entity/Q108475941,1991 sculpture by Robert Shure in Boston,FAO Schwarz Bear,Point(-71.063730334 42.349900062),,"Teddy Bear, FAO Schwartz Bear",,,1991,,bronze,sculpture,Robert Shure,Chinatown,teddy bear,
http://www.wikidata.org/entity/Q117188992,"2017 mural by Maria Molteni in Dorchester, Massachusetts",Hard in the Paint,Point(-71.080141351 42.292114498),"155 Talbot Ave, Dorchester, MA, 02124",,,,2017,,,mural,Maria Molteni,Dorchester,,
http://www.wikidata.org/entity/Q107689882,1996 sculpture by Fern Cunningham in Boston,The Family Circle,Point(-71.082255721 42.312922056),"Elm Hill Park, Boston, MA",,,https://repository.library.northeastern.edu/downloads/neu:4f185m676?datastream_id=thumbnail_5,1996,,bronze,sculpture,Fern Cunningham,Roxbury,,
http://www.wikidata.org/entity/Q115741644,"Painted electrical in Roxbury, Massachusetts",Hang Up Hate,Point(-71.084722 42.305278),"Seaver St & Blue Hill Avenue, Boston, MA 02121",,,https://repository.library.northeastern.edu/downloads/neu:4f186423d?datastream_id=thumbnail_5,,,,pattress; work of art,,Roxbury,,
http://www.wikidata.org/entity/Q115742243,"Mural at an elementary school in Hyde Park, Boston, MA",Henry Grew School Mural,Point(-71.126667 42.256944),"40 Gordon Avenue, Hyde Park, MA 02136",Henry Grew Elementary School Mural,,https://repository.library.northeastern.edu/downloads/neu:4f185f942?datastream_id=thumbnail_5,2008,,,mural,Heidi Schork,Hyde Park,,
http://www.wikidata.org/entity/Q107975693,2009 mural by Mayor's Mural Crew and Gregg Bernstein in Boston,Mother Earth,Point(-71.09901712 42.320067253),"90 Amory Street, Roxbury, MA 02119",,,,2009,,acrylic paint,mural,Gregg Bernstein; Mayor's Mural Crew,Roxbury,,
http://www.wikidata.org/entity/Q115977974,"Mural in Nubian Square by Robb ""Problak"" Gibbs and Victor Quiñonez",Reflections Eternal,Point(-71.082098895 42.331321518),"2168 Washington St. Boston, MA 02119",,,,2021,,,mural,Victor Quiñonez; Rob Gibbs,Roxbury,,
http://www.wikidata.org/entity/Q107975707,2006 mural by Mayor's Mural Crew and Heidi Schork in Boston,Sense of Wonder,Point(-71.087684243 42.315830958),"135 Humboldt Avenue, Boston, MA 02121",,,,2006,,acrylic paint,mural,Mayor's Mural Crew; Heidi Schork,Roxbury,,
http://www.wikidata.org/entity/Q117472779,2011 sculpture by Robert Shure at Northeastern University's Boston campus,A Man and a Cat Named Yitz,Point(-71.0900272 42.3374619),"Shillman Hall, 115 Forsyth Street, Boston, MA","Shillman Cat, The Shillman Cat",,,2011,,,sculpture,Robert Shure,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q118001179,Memorial commemorating veterans among Northeastern University students and alumni,Veterans Memorial,Point(-71.089436721 42.337770638),,Northeastern Veterans Memorial,,,2006,,stainless steel; granite,memorial,Steve Fellmeth; Mo Zell; Marc Roehrle,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q115702631,"1999 mural in Hyde Park, Boston, Massachusetts.",Hyde Park Day Parade,Point(-71.123333 42.256111),"1251 River St, Boston, MA 02136",,,https://repository.library.northeastern.edu/downloads/neu:4f185574x?datastream_id=thumbnail_5,1999,,,mural,,Hyde Park,,
http://www.wikidata.org/entity/Q107975696,2007 mural by Mayor's Mural Crew and Heidi Schork in Boston,Peace,Point(-71.098711682 42.321654461),"1589 Columbus Avenue, Roxbury, MA 02119",,,,2007,,acrylic paint,mural,Mayor's Mural Crew; Heidi Schork,Roxbury,,
http://www.wikidata.org/entity/Q107975686,mural by Dana Chandler in Boston,I've Been to the Mountaintop,Point(-71.076415273 42.311238024),"77 Lawrence Avenue, Boston, MA 02121",I've Been to the Mountain Top,,,1982 or 1981,,plywood; acrylic paint,mural,Dana Chandler,Roxbury,,
http://www.wikidata.org/entity/Q109272103,"2020 mural by Curtis ""Curtistic"" Williams in Boston",Dino City,Point(-71.088065631 42.331478524),"75 Malcolm X Boulevard, Boston, MA 02120",,,,2020,,,mural,Curtis Williams,Roxbury,Tyrannosaurus rex,
http://www.wikidata.org/entity/Q112583623,1995 sculpture by Fern Cunningham,Earth Challengers: Life Children and the Hands of Time,Point(-71.082222 42.2925),"155 Talbot Ave, Boston, MA 02124",,,https://repository.library.northeastern.edu/downloads/neu:4f1861994?datastream_id=thumbnail_5,1995,,,sculpture,Fern Cunningham,Dorchester,,
http://www.wikidata.org/entity/Q105833578,"statue in Revere, Massachusetts",Columbus Monument,Point(-70.999444444 42.418333333),"250 Revere St, Revere, MA 02151",Christopher Columbus,http://commons.wikimedia.org/wiki/Special:FilePath/Alois%20Buyens%2C%20Columbus%20statue%2C%20Boston%2C%20Mass.jpg,,1892,,,statue,Alois Buyens,Revere,Christopher Columbus,
http://www.wikidata.org/entity/Q117035039,2017 mural in Allston by Jessie Unterhalter and Katey Truhn,Allumination,Point(-71.13348759 42.363548971),"273 Western Ave, Allston, MA 02134",,,,2017,,,mural,Katey Truhn; Jessie Unterhalter,Allston,,
http://www.wikidata.org/entity/Q109272120,"2002 mural by Marshall Dackert, Mel Georgakopoulos, and Mayor's Mural Crew",Sports Heroes,Point(-71.163889 42.278333),"75 Spring St, West Roxbury, MA 02132",,,https://repository.library.northeastern.edu/downloads/neu:4f185912r?datastream_id=thumbnail_5,2002,,,mural,Mayor's Mural Crew,West Roxbury,Bobby Orr; Jenny Thompson,
http://www.wikidata.org/entity/Q107975701,2015 mural by Napoleon Jones-Henderson and Chanel Thervil in Boston,Roxbury Rhapsody,Point(-71.083799386 42.330202122),"2300 Washington Street, Roxbury, MA 02119",,,,2015,,tile,mural,Chanel Thervil; Napoleon Jones-Henderson,Roxbury,,
http://www.wikidata.org/entity/Q110306554,2020 Dorchester mural,Justice / Peace,Point(-71.077 42.288),"109 Norfolk Street, Dorchester, Boston, MA",,,,2020,,paint,mural,Alex Cook,Dorchester,,
http://www.wikidata.org/entity/Q109272147,2020 mural by Silvia López Chavez,Rise,Point(-71.033413771 42.364392182),"218 Marginal St, Boston, MA 02128",,,,2020,,,mural,Silvia López Chavez,East Boston,,
http://www.wikidata.org/entity/Q108489876,1954 statue by Arrigo Minerbi in Boston,Madonna Queen of the Universe,Point(-71.005 42.3905),"111 Orient Avenue, Boston, MA 02128",,,,1954,,bronze,statue,Arrigo Minerbi,East Boston,,
http://www.wikidata.org/entity/Q107689870,1744 parting stone erected by Paul Dudley in Boston,Roxbury Parting Stone,Point(-71.0917172 42.330101706),"Centre St, Boston, MA 02119",,http://commons.wikimedia.org/wiki/Special:FilePath/Historic%20American%20Buildings%20Survey%20Frank%20O.%20Branzetti%2C%20Photographer%20July%209%2C%201940%20%28v%29%20THE%20PARTING%20STONE%2C%20Cor.%20ROXBURY%20and%20CENTRE%20STS.%2C%20ROXBURY%20LOOKING%20NORTHWEST%20-%20Parting%20Stone%2C%20HABS%20MASS%2C13-ROX%2C7-1.tif,,1744,,stone,traffic sign,Paul Dudley,Roxbury,,
http://www.wikidata.org/entity/Q109272108,2004 mural by Mayor's Mural Crew under the direction of Gregg Bernstein,Esperanza,Point(-71.096675022 42.332756121),"680 Parker St, Boston, MA 02120",,,,2004,,acrylic paint,mural,Gregg Bernstein; Mayor's Mural Crew,Roxbury,,
http://www.wikidata.org/entity/Q109272168,2017 mural by Cey Adams,Love,Point(-71.0611851 42.344122069),"90 Traveler St, Boston, MA 02118",,,,2017,,,mural,Cey Adams,South End,,
http://www.wikidata.org/entity/Q107466787,"historic marker in South End, Boston",South End Grounds,Point(-71.08851096 42.334986657),"1150 Tremont St, Roxbury, MA 02120",,,,,,,commemorative plaque,,Roxbury,,
http://www.wikidata.org/entity/Q111335789,"2017 mural by Shaina Lu, Yvonne Ng, Chinatown youth, and community members",Tied Together by a Thousand Threads,Point(-71.061377011 42.352002902),,,,,2017,,,mural,Shaina Lu,Chinatown,,
http://www.wikidata.org/entity/Q112065054,2021 mural by Lauren YS,Plastic Pandora,Point(-71.037161745 42.371535351),"62 Chelsea St, Boston, MA 02128",,,,2021,,,mural,Lauren YS,East Boston,,
http://www.wikidata.org/entity/Q107975662,2001 mural by Mayor's Mural Crew and Kofi Kayiga in Boston,African Spirit,Point(-71.082024 42.331441),"2164 Washington Street, Boston, MA 02119",,,,2001,,acrylic paint,mural,Mayor's Mural Crew; Kofi Kayiga,Roxbury,,
http://www.wikidata.org/entity/Q117225339,2020 mural by Felipe Ortiz on Northeastern University's Boston campus,Plumage,Point(-71.0915637 42.33905476),"Cargill Hall, 45 Forsyth St. Boston, MA 02115",,,,2020,,acrylic paint,mural,Felipe Ortiz,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q107466780,2014 sculpture by Robert Shure,Puerto Rican Veterans Memorial,Point(-71.071248609 42.340764457),"1440 Washington Street, Boston, MA 02118",,,,2014,,granite; bronze,memorial; sculpture,Robert Shure,South End,,
http://www.wikidata.org/entity/Q115043017,2013 painted electrical box by Peter O. Zierlein,Blue with Birds,Point(-71.136980113 42.278435754),,,,https://repository.library.northeastern.edu/downloads/neu:4f186175j?datastream_id=thumbnail_5,2013,,,pattress; work of art,Peter O. Zierlein,Roslindale,,
http://www.wikidata.org/entity/Q110306890,2016 Boston mural by Marcelo Ment,Boston Strong (mural),Point(-71.0626 42.2916),"1720 Dorchester Avenue, Dorchester, Boston, MA",,,,2016,,,mural,,Dorchester,,
http://www.wikidata.org/entity/Q115444636,Fountain in Boston's Dorchester neighborhood,The Coppenhagen Fountain,Point(-71.060833 42.32),"153 E Cottage St, Dorchester, MA 02125","Copenhagen Foundation, Copenhagen Fountain, Coppenhagen Fountain",,https://repository.library.northeastern.edu/downloads/neu:4f185m081?datastream_id=thumbnail_5,1915,,,fountain,Albert Henry Atkins,Dorchester,,
http://www.wikidata.org/entity/Q116004310,"2020 mural by Alvin ""Acóma"" Colón in Dorchester, Massachusetts",Strand Theatre,Point(-71.065711813 42.315789863),"543 Columbia Rd, Boston, MA 02125",,,,2020,,,mural,"Alvin ""Acóma"" Colón",Dorchester,,
http://www.wikidata.org/entity/Q107975679,2005 mural by Roberto Chao in Boston,Egleston Square Youth Center Mural,Point(-71.099112274 42.314251395),"3134 Washington Street, Roxbury, MA 02119",,,,2005,,acrylic paint,mural,Roberto Chao,Roxbury,,
http://www.wikidata.org/entity/Q110088909,"Mural by Doughlas ""Hoxxoh"" Hoekzema",Untitled,Point(-71.0611851 42.344122069),"90 Traveler St, Boston, MA 02118",,,,2017,,,mural,Douglas Hoekzema,South End,,
http://www.wikidata.org/entity/Q107975710,1775 tablet in Boston,The Siege of Boston,Point(-71.0945664 42.325451647),"58 Beech Glen Street, Boston, MA 02119",,,,1775,,stone,commemorative plaque,,Roxbury,,
http://www.wikidata.org/entity/Q107975713,2005 mural by Mayor's Mural Crew and Gregg Bernstein in Boston,Tropical Market,Point(-71.082094558 42.33314113),"450 Melnea Cass Blvd, Roxbury, MA 02119",,,,2005,,acrylic paint,mural,Gregg Bernstein; Mayor's Mural Crew,Roxbury,,
http://www.wikidata.org/entity/Q107689881,1999 sculpture by Lilli Ann Rosenberg and Marvin Rosenberg in Boston,Dudley Town Park Common Bollards,Point(-71.075468789 42.326394363),"383 Dudley St, Boston, MA 02119",Dudley Town Common Park Bollards,,,1999,,ceramic,sculpture,Marvin Rosenberg; Lilli Ann Killen Rosenberg,Roxbury,,
http://www.wikidata.org/entity/Q107975677,1995 sculpture by John Powell in Boston,Dudley Town Common Park Structure Columns and Lighting,Point(-71.075489 42.326382),"366-378 Dudley Street, Boston, MA 02119",,,,1995,,,sculpture,John Powell,Roxbury,,
http://www.wikidata.org/entity/Q117472504,2015 mural by Jef  Aérosol at Northeastern University's Boston campus,French Intervention,Point(-71.0916366 42.3389393),"Cargill Hall 45 Forsyth St. Boston, MA 02115",,,,2015,,,mural,Jef Aérosol,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q115681771,"Painted electrical in Roxbury, Massachusetts",Tupac,Point(-71.084722 42.305556),"Seaver St & Blue Hill Avenue, Boston, MA 02121","""They Got Money for War but Can't Feed the Poor""",,https://repository.library.northeastern.edu/downloads/neu:4f186239w?datastream_id=thumbnail_5,2016,,,pattress,Mfalme Kenyatta,Roxbury,,
http://www.wikidata.org/entity/Q110997937,1990 sculpture by John Wilson,Father and Child Reading,Point(-71.095235273 42.330233428),"1234 Columbus Ave, Boston, MA 02119",,,,1990,,,sculpture,John Woodrow Wilson,Roxbury,,
http://www.wikidata.org/entity/Q109272102,2013 sculpture by David Phillips,Dancing with Spheres,Point(-71.069157945 42.347209764),"10 Chandler Street, Boston MA 02116",,,,2013,,stainless steel; bronze,sculpture,,South End,,
http://www.wikidata.org/entity/Q109272145,"2020 mural by Sneha ""IMAGINE"" Shresta",Protect What You Love,Point(-71.032910433 42.364188873),"256 Marginal St, East Boston, MA 02128",,,,2020,,,mural,Sneha Shrestha,East Boston,,
http://www.wikidata.org/entity/Q107466797,"1977 mobiles in South End, Boston",Yes and No,Point(-71.074057417 42.335737918),"818 Harrison Avenue, Boston, MA 02118",,,,1977,,bronze,sculpture,,South End,,
http://www.wikidata.org/entity/Q108489881,2007 ornamental fence by Leigh Hall in Boston,Steel Life on Chelsea Creek,Point(-71.028361331 42.381483429),"300 Condor St, Boston, MA 02128",,,,2007,,steel,fence,,East Boston,,
http://www.wikidata.org/entity/Q111422033,mural in Boston by Destiny Palmer,Dreaming Isn't So Concrete,Point(-71.08224 42.27518),"61 Woodruff Way, Mattapan, MA",,,,,,,mural,Destiny Palmer,Mattapan,,
http://www.wikidata.org/entity/Q115173538,Monument funded by the Boston Police Relief Association in 1876 in Mattapan,Boston Police Relief Association Memorial,Point(-71.104167 42.281667),"355 Walk Hill St, Boston, MA 02131",,,https://repository.library.northeastern.edu/downloads/neu:4f185m277?datastream_id=thumbnail_5,1876,,,monument,,Mattapan,,
http://www.wikidata.org/entity/Q115445218,Mural in Boston's Dorchester neighborhood,Don't Dump on Us,Point(-71.068611 42.321111),,,,https://repository.library.northeastern.edu/downloads/neu:4f186443w?datastream_id=thumbnail_5,,,,mural,,Dorchester,,
http://www.wikidata.org/entity/Q112064787,2021 public art project by Ang Li,Place of Assembly,Point(-71.057187234 42.352354982),"29 South St, Boston, MA 02111",,,,2021,,brick,installation artwork,Ang Li,Chinatown,,
http://www.wikidata.org/entity/Q109648676,"2021 set of murals by Jeremy 'Sobek' Harrison, in collaboration with Soem, Deme5, Apecks, Kwest, Vex, and ProBlak",Back Against the Wall,Point(-71.080421315 42.308101721),"58 Geneva Avenue, Boston, MA 02121",,,,2021,,paint,mural,Thomas Burns; Lee Beard; Ricardo Gomez; Rob Gibbs,Dorchester,,
http://www.wikidata.org/entity/Q108489878,1992 fence by John Tagiuri in Boston,Pencil Fence,Point(-71.033939473 42.375245005),"218 Marion St, Boston, MA 02128",,,,1992,,steel,fence,John Tagiuri,East Boston,,
http://www.wikidata.org/entity/Q110997750,2018 mural by Silvia López Chavez,999 Cranes,Point(-71.088489502 42.335050105),"1150 Tremont St, Boston, MA 02120",,,,2018,,,mural,Silvia López Chavez,Roxbury,,
http://www.wikidata.org/entity/Q107689884,1975 sculpture by Robert Amory in Boston,Helion,Point(-71.084121671 42.332346408),"48 Ruggles St, Boston, MA 02120",Lollipop Tree,,,1975,,polyethylene; aluminium,sculpture,Robert Amory,Roxbury,,
http://www.wikidata.org/entity/Q109272158,"2019 mural by Victor ""Marka27"" Quiñonez",Cranes in the Sky,Point(-71.061185101 42.344122065),"90 Traveler St, Boston, MA 02118",,,,2019,,,mural,Victor Quiñonez,South End,,
http://www.wikidata.org/entity/Q107466764,1983 sculpture by Miriam Knapp,Cityscape III,Point(-71.076114885 42.339032891),"W Concord Street and Newland Street, Boston, MA 02118",,,https://repository.library.northeastern.edu/downloads/neu:4f184n29t?datastream_id=thumbnail_5,1984 or 1983,,steel; metal,sculpture,Miriam Knapp,South End,,
http://www.wikidata.org/entity/Q108489877,2010 bench by Gretchen Schneider in Boston,Our Garden Mosaic Benches,Point(-71.04081511 42.378404076),"312 Border St, Boston, MA 02128",,,,2010,,ceramic tile; concrete,bench,,East Boston,,
http://www.wikidata.org/entity/Q107466790,1965 sculpture by Alfred Duca,Three Figures,Point(-71.068206463 42.346418663),"450 Tremont Street, Boston, MA 02116",,,,1965,,weathering steel,sculpture,Alfred Milton Duca,South End,,
http://www.wikidata.org/entity/Q117070511,2015 mural by Jef Aérosol depicting Edgar Allen Poe and John Lee Hooker in Boston,Little Boston Tea Party,Point(-71.090740483 42.338544489),"1982 Greenleaf Street, Boston, MA, 02115.",,,,2015,,,mural,Jef Aérosol,Fenway–Kenmore,John Lee Hooker; Edgar Allan Poe,
http://www.wikidata.org/entity/Q108170239,1990 mural by Paul Goodnight in Boston,Mandela,Point(-71.0906987 42.33200331),"75 Malcolm X Blvd, Boston, MA 02120",,,,1990,,,mural,Paul Goodnight,Roxbury,Nelson Mandela,
http://www.wikidata.org/entity/Q117034948,"2016 mural by Fernando Ayala Cuellar and Heidi Schork in Jamaica Plain, Massachusetts",Untitled,Point(-71.11450875 42.305488064),"128 South St. Jamaica Plain, MA 02130",,,,2016,,,mural,Fernando Ayala Cuellar; Heidi Schork,Jamaica Plain,,
http://www.wikidata.org/entity/Q112583596,"2001 ornamental fence by John Tagiuri in Boston, Massachusetts",Alphabet Fence,Point(-71.1275 42.274722),"450 Poplar St, Boston, MA 02131",,,https://repository.library.northeastern.edu/downloads/neu:4f1864534?datastream_id=thumbnail_5,2001,,,fence,John Tagiuri,Roslindale,,
http://www.wikidata.org/entity/Q117717796,1997 sculpture by Blake Edwards at Northeastern University's Boston campus,Reclining Figure,Point(-71.087237122 42.338851442),"360 Huntington Ave, Boston, MA 02115",,,,1997,,bronze,sculpture,Blake Edwards,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q110088823,2020 mural by Felipe Ortiz,The Heart of the Ocean,Point(-71.031987349 42.375043186),"260 Bremen St, Boston, MA 02128",,,,2020,,,mural,Felipe Ortiz,East Boston,,
http://www.wikidata.org/entity/Q107466771,1999 mural by Jameel Parker,Honor Roll Mural,Point(-71.081371685 42.340721732),"566 Columbus Avenue, Boston, MA 02118","Honor Roll, Harriet Tubman House Mural, South End Honor Roll",,https://repository.library.northeastern.edu/downloads/neu:4f185568s?datastream_id=thumbnail_5,1999,2020,acrylic paint,mural,Jameel Parker,South End,,
